"合計請求書ID","合計請求書No","件名","顧客名","顧客支社名","顧客担当者（姓）","顧客担当者（名）","請求金額","消費税","合計","源泉徴収税","請求日","支払期限","請求ステータス","支払方法","グループ","担当者（姓）","担当者（名）","顧客ID","顧客番号","顧客略称名","顧客郵便番号","顧客都道府県","顧客市区町村・番地","顧客建物名","顧客TEL","顧客FAX","To（顧客）","Cc（顧客）","顧客タグ","書類送付方法","顧客支社ID","顧客支社郵便番号","顧客支社都道府県","顧客支社市区町村・番地","顧客支社建物名","顧客支社TEL","顧客支社FAX","顧客担当者ID","顧客担当者敬称","顧客担当者肩書","顧客担当者部署","顧客担当者メールアドレス","請求金額（0%）","請求金額（8%）","消費税（8%）","請求金額（軽減8%）","消費税（軽減8%）","請求金額（10%）","消費税（10%）","請求金額（JPY・税抜）","請求金額（JPY・税込）","請求金額（JPY・0%）","請求金額（JPY・8%）","消費税（JPY・8%）","請求金額（JPY・軽減8%）","消費税（JPY・軽減8%）","請求金額（JPY・10%）","消費税（JPY・10%）","通貨","顧客の登録番号","登録番号チェック状況"
"37223672","8278","2026年08月請求分","株式会社鹿島コムカイ","","","","144982.0","14498.0","159480.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","飲食事業部","花見","朗子","53443683","","コムカイ","314-0128","茨城県","神栖市大野原中央２丁目４番３号","","","","kensuke-sakagami@ak.wakwak.com","seikyu@Prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","144982.0","14498.0","144982","159480","0","0","0","0","0","144982","14498","JPY","","未"
"37223311","8270","2026年08月請求分","向後セラミックス有限会社","","","","74791.0","7479.0","82270.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","飲食事業部","花見","朗子","53443692","","向後セラミックス","314-0112","茨城県","神栖市知手中央４丁目１２番８号","","","","yumedeaetara1113@icloud.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","74791.0","7479.0","74791","82270","0","0","0","0","0","74791","7479","JPY","","未"
"37230308","8307","2026年08月請求分","大衆酒場りゅうちゃん","","","","402963.0","40296.0","443259.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","飲食事業部","花見","朗子","53497536","","大衆酒場りゅうちゃん","","","","","",""," bondofwood2016@gmail.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","402963.0","40296.0","402963","443259","0","0","0","0","0","402963","40296","JPY","","未"
"37211873","7960","2026年08月請求分","株式会社ミヤザキ","","","","25000.0","2500.0","27500.0","0.0","2026-08-31","2026-09-30","入金済","銀行振込","飲食事業部","花見","朗子","53501039","","ミヤザキ","314-0021","茨城県","鹿嶋市大字粟生２２５５番地８","","","","ryota@kmiyazaki.co.jp","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","25000.0","2500.0","25000","27500","0","0","0","0","0","25000","2500","JPY","","未"
"37211865","8191","2026年08月請求分","株式会社ミヤザキ","","","","90909.0","9091.0","100000.0","0.0","2026-08-31","2026-09-30","入金済","銀行振込","飲食事業部","花見","朗子","53501039","","ミヤザキ","314-0021","茨城県","鹿嶋市大字粟生２２５５番地８","","","","ryota@kmiyazaki.co.jp","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","90909.0","9091.0","90909","100000","0","0","0","0","0","90909","9091","JPY","","未"
"37223782","8280","2026年08月請求分","株式会社ミヤザキ","","","","1909.0","191.0","2100.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","飲食事業部","花見","朗子","53501039","","ミヤザキ","314-0021","茨城県","鹿嶋市大字粟生２２５５番地８","","","","ryota@kmiyazaki.co.jp","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","1909.0","191.0","1909","2100","0","0","0","0","0","1909","191","JPY","","未"
"37221884","8255","2026年08月請求分","ちば醤油株式会社","","山本","大二郎","70000.0","7000.0","77000.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","業務課","飯田","栄","53558874","","ちば醤油","289-0337","千葉県","香取市木内１２０８番地","","","","d-yamamoto@chibashoyu.com","s-iida@prostyle-co.com","","メール(DL)","","","","","","","","57556256","様","","","","0.0","0.0","0.0","0.0","0.0","70000.0","7000.0","70000","77000","0","0","0","0","0","70000","7000","JPY","","未"
"37230242","8302","2026年08月請求分","韓国酒場ハナ（Prostyle）","","","","148337.0","14834.0","163171.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","飲食事業部","花見","朗子","53892310","","韓国酒場ハナ（Prostyle）","","","","","",""," miykw.r@gmail.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","148337.0","14834.0","148337","163171","0","0","0","0","0","148337","14834","JPY","","未"
"37221887","8071","2026年08月請求分","北越コーポレーション関東工場","","","","225400.0","22540.0","247940.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","鳥害対策課","飯田","栄","53959321","","北越コーポレーション勝田工場","312-0062","茨城県","ひたちなか市高場1760","","","","","","","メール(添付)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","225400.0","22540.0","225400","247940","0","0","0","0","0","225400","22540","JPY","","未"
"37221774","8254","2026年08月請求分","一般社団法人日本海事検定協会","","","","32000.0","3200.0","35200.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","業務課","飯田","栄","53961869","","日本海事検定協会","314-0144","茨城県","神栖市大野原1-3-22","","","","kashima@nkkk.or.jp","","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","32000.0","3200.0","32000","35200","0","0","0","0","0","32000","3200","JPY","","未"
"37224041","8284","2026年08月請求分","居酒屋ドリーム","","","","200000.0","20000.0","220000.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","飲食事業部","花見","朗子","54009483","","居酒屋ドリーム","","茨城県","神栖市土合東一丁目4番5号","","","","","","","郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","200000.0","20000.0","200000","220000","0","0","0","0","0","200000","20000","JPY","","未"
"37230333","8311","2026年08月請求分","豚骨流星群","","","","237688.0","23769.0","261457.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","飲食事業部","花見","朗子","54053063","","豚骨流星群","","茨城県","鹿島市宮中３－５－２４","カサセフィラ203","",""," meteorshoweryokocho@gmail.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","237688.0","23769.0","237688","261457","0","0","0","0","0","237688","23769","JPY","","未"
"37211163","8181","2026年08月請求分","TWOSONS","","","","10000.0","1000.0","11000.0","0.0","2026-08-31","2026-09-30","入金済","銀行振込","飲食事業部","花見","朗子","54137899","","TWOSONS","","茨城県","鹿嶋市宮中2367-11","","090-1262-6095","","","","","メール(添付)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","10000.0","1000.0","10000","11000","0","0","0","0","0","10000","1000","JPY","","未"
"37221888","7471","2026年08月請求分","東急リゾートマンション南房総江見管理組合法人","","","","1000000.0","100000.0","1100000.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","鳥害対策課","飯田","栄","54154084","","東急リゾートマンション南房総江見管理組合法人","299-2843","千葉県","鴨川市東江見字関口４３０－２　東急リゾートマンション南房総江見管理事務所内","","","","","","","メール(添付)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","1000000.0","100000.0","1000000","1100000","0","0","0","0","0","1000000","100000","JPY","","未"
"37230294","8305","2026年08月請求分","Cafebar Pono","","","","225193.0","22519.0","247712.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","飲食事業部","花見","朗子","54196021","","Cafebar Pono","","茨城県","神栖市日川1671-100","ソルプレーザⅠ　BLSHOP","080-5335-1737","","sayaka884hawaii@outlook.jp","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","225193.0","22519.0","225193","247712","0","0","0","0","0","225193","22519","JPY","","未"
"37211640","8182","2026年08月請求分","匠SoupCurry","","","","15000.0","1500.0","16500.0","0.0","2026-08-31","2026-09-30","入金済","銀行振込","飲食事業部","花見","朗子","54207044","","匠SoupCurry","311-2213","茨城県","鹿嶋市中2437-1","","080-5196-1693","","","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","15000.0","1500.0","15000","16500","0","0","0","0","0","15000","1500","JPY","","未"
"37230277","8304","2026年08月請求分","藁と薪","","","","235201.0","23520.0","258721.0","0.0","2026-08-31","2026-09-30","請求済","銀行振込","飲食事業部","花見","朗子","54271916","","佐々木一人（藁と薪）","","","","","",""," mirapapa1024@icloud.com","seikyu@prostyle-co.com","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","235201.0","23520.0","235201","258721","0","0","0","0","0","235201","23520","JPY","","未"
"37221889","7994","2026年08月請求分","本川建設工業株式会社","","","","510000.0","51000.0","561000.0","0.0","2026-08-31","2026-09-30","入金済","銀行振込","鳥害対策課","飯田","栄","54334597","","本川建設工業","300-2707","茨城県","常総市本石下３０４０番地","","","","","","","メール(添付)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","510000.0","51000.0","510000","561000","0","0","0","0","0","510000","51000","JPY","","未"
"37212530","8141","2026年08月請求分","千代田グラビヤ","","","","200000.0","20000.0","220000.0","0.0","2026-08-31","2026-09-30","入金済","銀行振込","","花見","朗子","54370010","","千代田グラビヤ","","","","","","","","","","メール(添付)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","200000.0","20000.0","200000","220000","0","0","0","0","0","200000","20000","JPY","","未"
"37222197","8263","2026年08月請求分","株式会社正上","","","","90000.0","9000.0","99000.0","0.0","2026-08-31","2026-09-30","入金済","銀行振込","","飯田","純子","54415592","","正上","287-0003","千葉県","香取市佐原イ３４０６番地","","","","","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","90000.0","9000.0","90000","99000","0","0","0","0","0","90000","9000","JPY","","未"
"37223401","8274","2026年08月請求分","株式会社セキネネオン","","","","116727.0","11673.0","128400.0","0.0","2026-08-31","2026-09-30","入金済","銀行振込","飲食事業部","花見","朗子","54416270","","セキネネオン","311-2449","茨城県","潮来市古高3480-1","","0299-66-3456","0299-66-3458","kawano@sekineneon.co.jp","seikyu@prostyle-co.com","","メール(添付)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","116727.0","11673.0","116727","128400","0","0","0","0","0","116727","11673","JPY","","未"
"37223971","8281","2026年08月請求分","池延畜産","","","","5000.0","500.0","5500.0","0.0","2026-08-31","2026-09-30","入金済","現金支払","飲食事業部","花見","朗子","54416583","","池延畜産","","","","","","","","","","メール(添付)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","5000.0","500.0","5000","5500","0","0","0","0","0","5000","500","JPY","","未"
